eid,subject,ts_all_zero,mean_global_nonzero_frac,mean_atlas_nonzero_frac,bbox_x0,bbox_x1,bbox_y0,bbox_y1,bbox_z0,bbox_z1,com_x,com_y,com_z
1232633,1232633_20227_2_0,0,0.07030020085771674,0.6439128256513026,16,74,48,100,18,67,43.15352612087306,75.81306437632968,42.44953116381688
1233661,1233661_20227_2_0,1,0.028562122422390594,0.0,9,46,29,62,42,84,27.403203909856096,44.47833675962919,61.88472130638843
1234156,1234156_20227_2_0,0,0.005577042173473265,0.016533066132264528,20,41,30,53,27,59,30.177791021056812,41.471990464839095,44.33174413984903
1235472,1235472_20227_2_0,1,0.04027457571161574,0.0,0,41,0,45,0,49,13.647181800676698,16.81286276235799,20.346216268258466
1236216,1236216_20227_2_0,1,0.003461001142219007,0.0,36,51,0,14,0,20,43.2410371318822,4.946862996158771,8.587067861715749
1238765,1238765_20227_2_0,0,0.0016407627053861553,0.009268537074148297,38,50,35,51,31,46,44.386225523295074,42.63200540175557,38.646860229574614
1239530,1239530_20227_2_0,1,0.04119189611678774,0.0,0,45,0,42,0,31,17.99822489981442,17.72052930260079,12.110405852451521
1243270,1243270_20227_2_0,0,0.09327309448289386,0.27968436873747493,11,77,60,108,18,81,44.01216282025395,82.9087550925871,48.45830314404152
1244518,1244518_20227_2_0,0,0.006711506056198062,0.3395541082164329,25,43,46,75,26,47,34.198910531528554,60.00181578078574,36.43727302740178
1244547,1244547_20227_2_0,1,0.008408770380743362,0.0,27,54,0,14,0,30,40.63399209486166,5.531093544137023,15.555862977602109
1247665,1247665_20227_2_0,1,0.005671211538738508,0.0,77,90,38,65,38,65,85.30865403399102,50.54971674155109,52.60421957413557
1248767,1248767_20227_2_0,1,0.03235770178002258,0.0,0,43,0,39,0,30,14.85342554866984,14.696442633615229,13.102578149073851
1249407,1249407_20227_2_0,1,0.023019424370367005,0.0,0,31,0,39,0,34,11.466743671190683,17.451583405525074,12.534411396669555
1250712,1250712_20227_2_0,0,0.09881911615957387,0.5048847695390781,13,73,53,108,16,80,44.18692332701772,78.69309505925087,48.74410574346671
1250777,1250777_20227_2_0,1,0.031325162386761335,0.0,0,42,0,35,0,32,14.836145004420867,13.731918656056587,13.951193633952254
1257816,1257816_20227_2_0,0,0.3484809373507831,1.0,8,80,8,99,2,74,44.27340732286544,52.16760186807143,39.80983566948234
1258213,1258213_20227_2_0,0,0.006265032477352267,0.2985971943887776,45,65,50,75,23,48,55.54394341290893,62.44084880636605,35.70415561450044
1258658,1258658_20227_2_0,1,0.039965478618568646,0.0,0,45,0,42,0,30,18.05585740422465,17.092753783888675,11.858374452514276
1258709,1258709_20227_2_0,1,0.006625091815131133,0.0,45,72,77,97,26,55,57.79581939799331,87.2690635451505,39.83411371237458
1259119,1259119_20227_2_0,1,0.03907253146087706,0.0,0,37,0,43,0,39,12.900362935238743,15.408557332425996,16.770613587388
1260497,1260497_20227_2_0,1,0.0023509105069746262,0.0,23,39,32,47,39,55,30.016493873704054,39.758246936852025,47.86003770028275
1261535,1261535_20227_2_0,0,0.01926816000815396,0.2374749498997996,29,57,31,57,30,63,43.72303357865685,43.99913753449862,46.28311867525299
1262683,1262683_20227_2_0,0,0.08843943635757327,0.18198897795591182,8,77,63,108,20,82,43.3384902540462,84.39803076614722,48.97450769153681
1265416,1265416_20227_2_0,1,0.03737637501121723,0.0,0,44,0,36,0,33,16.55256839671577,13.499925897382695,15.018318166997659
1265887,1265887_20227_2_0,1,0.043897326587113865,0.0,0,41,0,47,0,48,14.46844004744719,17.287358352472047,20.474093329631778
1266791,1266791_20227_2_0,1,0.046802174536825204,0.0,0,34,0,47,0,53,12.03427624570955,17.86616167593798,22.51804947331045
1267608,1267608_20227_2_0,1,0.0057299289076686,0.0,38,65,0,16,0,18,51.72331786542924,5.566125290023201,7.483758700696056
1271592,1271592_20227_2_0,1,0.02822754420697762,0.0,0,42,0,36,0,29,15.239648337846853,13.827151772047568,12.354762745790651
1272974,1272974_20227_2_0,0,0.060781339841728996,0.39554108216432865,41,80,23,75,21,70,61.1081056449702,49.245156116143846,46.6914860652899
1273312,1273312_20227_2_0,0,0.14148005437449937,0.29195891783567135,0,47,0,92,23,81,23.460815636158618,45.187488254087576,50.38783436697363
1276298,1276298_20227_2_0,1,0.005425263314163405,0.0,27,65,0,17,0,16,46.901368184602816,5.985297120686134,5.1588727792526035
1277056,1277056_20227_2_0,0,0.08356921836103205,0.405185370741483,0,63,45,108,29,90,25.06879043376816,78.43449729557747,62.218779828189625
1278741,1278741_20227_2_0,1,0.004674124141812417,0.0,21,57,0,21,0,14,38.49253377577625,7.58829106423323,4.125385162360749
1280845,1280845_20227_2_0,1,0.057131999968979504,0.0,0,51,0,46,0,35,20.078923384203687,19.73272702592643,13.673951404913804
1281431,1281431_20227_2_0,1,0.031747262718126716,0.0,0,44,0,35,0,29,16.672424623115578,14.557684254606365,11.935685371300949
1283394,1283394_20227_2_0,1,0.04796101166703042,0.0,0,41,0,43,0,52,15.214640456445913,18.25857568547735,23.197893326557484
1284073,1284073_20227_2_0,0,0.34932070651397196,1.0,9,78,8,98,2,77,44.055476091555214,51.515088469333065,40.250321115611136
1284779,1284779_20227_2_0,1,0.04269195871171877,0.0,0,44,0,32,0,44,17.083664201375374,12.339172181134034,18.13369663941871
1284983,1284983_20227_2_0,1,0.038626057882031266,0.0,0,37,0,43,0,46,13.132539796357378,16.859543955255987,19.593489172522588
1285358,1285358_20227_2_0,0,0.08803616989926094,0.24636773547094187,13,78,61,108,18,82,44.387445887445885,83.19718363032317,48.61888402295379
1285390,1285390_20227_2_0,1,0.04115201262091069,0.0,0,43,0,40,0,38,14.764463588639117,14.258150491317808,17.24447435724862
1285729,1285729_20227_2_0,0,0.03407933935204829,0.9034318637274549,28,65,39,78,19,58,46.64042131270115,57.637853125711125,37.61418679496765
1286974,1286974_20227_2_0,1,0.020008220431650212,0.0,45,90,0,42,0,24,71.2640642303433,12.467718715393135,8.068881506090808
1287648,1287648_20227_2_0,1,0.03623194025452318,0.0,0,45,0,37,0,35,19.128577544031312,15.894019080234834,15.701259784735813
1288237,1288237_20227_2_0,1,0.03851527039348392,0.0,0,44,0,40,0,38,14.32886523802675,13.846598590536459,17.181993384150726
1289883,1289883_20227_2_0,1,0.002140414278734674,0.0,23,38,32,47,39,56,30.085403726708076,39.27950310559006,48.09057971014493
1292113,1292113_20227_2_0,1,0.03146475462233099,0.0,0,43,0,35,0,30,15.30851026372311,13.913418541600647,12.93679800007042
1292820,1292820_20227_2_0,0,0.006990690527337366,0.3317885771543086,24,45,48,75,24,48,34.21632329635499,61.7080824088748,36.15562599049128
1293054,1293054_20227_2_0,0,0.06446170021127175,0.6367735470941884,19,70,49,100,16,68,43.59602990461459,76.4123743232792,42.38252126836814
1294266,1294266_20227_2_0,1,0.03958436965796579,0.0,0,40,0,46,0,48,13.329219143576827,16.933081444164568,19.90747271200672
1295975,1295975_20227_2_0,1,0.04235073324699295,0.0,0,48,0,41,0,31,18.595050618672666,17.022523347372275,12.371517513799148
1296197,1296197_20227_2_0,1,0.02564397997405357,0.0,0,29,0,42,0,31,10.611699140277358,17.98116386572774,13.215405884131853
1299297,1299297_20227_2_0,0,0.062052072335367026,0.49198396793587174,9,50,30,75,6,74,28.355418675236564,51.39326905909659,42.17803963577933
1299368,1299368_20227_2_0,1,0.0029613495688704883,0.0,21,39,32,47,38,55,29.778900112233444,39.442573887018334,47.00523756079312
1299874,1299874_20227_2_0,0,0.09744867492624323,0.4838426853707415,10,73,55,107,17,78,43.597430650295586,79.22336289222373,47.54542974079127
1303039,1303039_20227_2_0,0,0.08925261652351077,0.26978957915831664,13,80,61,108,17,81,45.02156103373799,83.35123259104789,47.29995531391972
1305165,1305165_20227_2_0,1,0.033624002774118714,0.0,0,36,0,38,0,33,13.330115321252059,15.131433278418452,14.50675453047776
1306431,1306431_20227_2_0,1,0.04508386058945591,0.0,0,40,0,47,0,39,14.229296702216542,16.480783407873396,16.3349142379712
1306638,1306638_20227_2_0,1,0.0021393064038492007,0.0,23,38,32,48,39,55,30.0378042465044,39.76074572760228,47.69963749352667
1307145,1307145_20227_2_0,1,0.02824748595491614,0.0,0,45,0,36,0,27,16.080401615876376,13.257991136212103,11.610503196454484
1310047,1310047_20227_2_0,1,0.04355831687215899,0.0,0,47,0,42,0,31,18.607040211613295,17.569677238853423,12.304448457410281
1310096,1310096_20227_2_0,0,0.024485142843848357,0.2006513026052104,25,59,23,67,27,65,43.187910049319036,43.65920094113388,44.520564680331205
1310666,1310666_20227_2_0,0,0.09646377415305735,0.500125250501002,12,71,53,108,15,80,43.63009497995888,78.83511157561071,47.77411537710604
1312177,1312177_20227_2_0,0,0.0942967708770713,0.2566382765531062,7,76,59,107,21,85,43.07627327733067,82.2492157669036,49.729460142160605
1314801,1314801_20227_2_0,1,0.06492811553805605,0.0,0,47,0,63,0,33,20.048715148619596,27.425775517865066,14.574446302426372
1319509,1319509_20227_2_0,1,0.0021791898997262442,0.0,23,38,32,48,40,55,30.27300457549568,39.541942043721406,47.88103711235384
1322163,1322163_20227_2_0,0,0.05409863853255324,0.4085671342685371,40,80,29,72,9,72,61.510597776002946,50.41819745653376,42.54231942823206
1327634,1327634_20227_2_0,1,0.04317056066224329,0.0,0,40,0,39,0,38,15.136243488079657,15.209151333179356,16.64380116508841
1328435,1328435_20227_2_0,1,0.031240963895465358,0.0,0,39,0,48,0,27,13.467853469981206,17.021029114507606,11.875385651973474
1330869,1330869_20227_2_0,1,0.0065807768197121965,0.0,0,22,6,40,0,19,7.4535353535353535,25.052525252525253,6.188215488215488
1332426,1332426_20227_2_0,1,0.050551223149267306,0.0,0,37,0,44,0,44,14.189199850971969,18.15078130136536,20.112647658287493
1333412,1333412_20227_2_0,0,0.09670418300320509,0.5346943887775552,17,77,53,108,16,78,45.42714920722207,78.85220190633306,47.54403812666117
1335847,1335847_20227_2_0,0,0.007105909515426604,0.3294088176352705,24,45,48,75,24,48,34.29934518241347,61.82709697536639,35.553009042719054
1338311,1338311_20227_2_0,1,0.04703261251300368,0.0,0,40,0,47,0,39,14.207452947965987,17.164346453725297,16.471038560290204
1340866,1340866_20227_2_0,0,0.05263624368372831,0.3529559118236473,41,80,28,71,9,74,61.943718296815476,49.577718844057166,43.97129085895898
1341895,1341895_20227_2_0,1,0.032326681283229325,0.0,0,44,0,36,0,31,15.41163165290106,13.764796600294732,13.602899345419651
1342711,1342711_20227_2_0,1,0.043952720331387536,0.0,0,39,0,44,0,40,13.823078668111814,15.662566480982028,17.742872986665994
1344060,1344060_20227_2_0,1,0.05225070322358356,0.0,0,35,0,45,0,54,12.336747026270594,16.43105824481055,22.35158916947607
1346701,1346701_20227_2_0,1,0.007075996893518821,0.0,0,22,3,40,0,19,7.290120557382182,24.08548614372945,6.29888836699546
1349176,1349176_20227_2_0,0,0.009165448927521717,0.13902805611222444,30,56,45,69,38,63,43.61851807083283,56.85398283573069,49.78871026229905
1349322,1349322_20227_2_0,1,0.0022955167627009545,0.0,23,39,32,48,40,55,30.466216216216218,39.64913127413127,48.04391891891892
1349335,1349335_20227_2_0,0,0.05558319087908764,0.42710420841683366,40,81,30,71,7,72,61.37493771302147,50.46421239361384,41.63317454306272
1350821,1350821_20227_2_0,1,0.002265604140793172,0.0,23,38,32,47,39,55,30.088997555012224,39.572616136919315,47.743765281173594
1350877,1350877_20227_2_0,1,0.04034880332894246,0.0,0,48,0,36,0,39,16.03036792970895,13.258292147171884,16.399945085118066
1351322,1351322_20227_2_0,1,0.002128227654994466,0.0,23,39,33,47,40,55,30.284747527329515,39.82925559604373,48.03175429463821
1353298,1353298_20227_2_0,0,0.007611100463202489,0.3573396793587174,44,65,46,74,25,49,54.95254730713246,59.79505094614265,36.96360989810771
1356201,1356201_20227_2_0,1,0.019740114709365642,0.0,0,35,0,42,0,26,11.42305533729936,18.36721293074419,8.81406442922887
1356312,1356312_20227_2_0,1,0.0022800065143043268,0.0,23,38,32,47,39,55,29.86977648202138,39.19436345966958,47.58697764820214
1358139,1358139_20227_2_0,0,0.09721269757563739,0.5185370741482966,15,72,52,108,16,80,45.32790864644945,78.21160837407547,48.436755672558604
1363764,1363764_20227_2_0,1,0.0050253204805074956,0.0,35,59,0,16,0,19,47.35229276895944,5.336640211640212,7.515652557319224
1364267,1364267_20227_2_0,1,0.042203385887224984,0.0,0,40,0,46,0,38,14.00028875938468,16.020869428256418,15.918307344988712
1364484,1364484_20227_2_0,1,0.032838519480318046,0.0,0,36,0,44,0,33,13.283458722715158,16.018960224014034,13.981377146520023
1365703,1365703_20227_2_0,0,0.07762325385069613,0.35521042084168336,0,47,18,106,19,66,23.55494183972026,61.875472775280095,41.67545850281881
1367821,1367821_20227_2_0,0,0.019489734985248645,0.22031563126252504,28,58,26,61,30,62,43.38017280582083,43.623351523419736,45.3831286948613
1368872,1368872_20227_2_0,1,0.0103630616787185,0.0,34,55,0,27,16,43,44.599743425272614,12.278276673081034,28.900898011545863
1369021,1369021_20227_2_0,1,0.043636975989027604,0.0,0,41,0,46,0,40,13.97433228394435,15.697318980400121,16.9129430283335
1369490,1369490_20227_2_0,0,0.09281000278076597,0.4492735470941884,0,60,45,108,28,90,24.760221073615604,79.04092010552326,61.71246105547133
1370228,1370228_20227_2_0,1,0.002114933156368785,0.0,23,39,33,47,39,55,30.421162912519645,39.88528025144055,47.92090099528549
1375309,1375309_20227_2_0,0,0.0017626289427882331,0.13902805611222444,40,55,46,61,32,46,47.04148334380893,52.90446260213702,39.38214959145192
1375907,1375907_20227_2_0,1,0.0011577292553197381,0.0,38,53,0,6,26,44,45.243062200956935,2.184688995215311,34.232535885167465
1376300,1376300_20227_2_0,1,0.03123764027080894,0.0,0,41,0,36,0,31,14.824549581500921,13.770960419917719,13.565434813448716
1378148,1378148_20227_2_0,1,0.031542305864314134,0.0,0,36,0,43,0,29,13.21769519862316,15.808717642513434,13.227213656000844
1380415,1380415_20227_2_0,1,0.002247878142625597,0.0,23,38,31,48,40,55,30.15524889107935,39.524889107934946,47.8570724494825
1383860,1383860_20227_2_0,1,0.037889321083191436,0.0,0,37,0,45,0,34,13.329005847953216,16.318859649122807,15.335438596491228
1385239,1385239_20227_2_0,1,0.0023309687590361045,0.0,22,39,32,47,39,55,29.979562737642585,39.333174904942965,47.47148288973384
1388352,1388352_20227_2_0,0,0.07437718043625897,0.39929859719438876,18,71,57,108,16,76,45.66428837417145,80.52434646607581,46.16021449318537
1389048,1389048_20227_2_0,1,0.0037080572416795824,0.0,40,61,0,10,2,29,49.927995219599644,3.6892739766955485,14.225575141918135
1389256,1389256_20227_2_0,0,0.10318303533345373,0.2526302605210421,0,60,58,108,0,90,24.454872444597147,83.62897268510565,48.48496821851916
1390392,1390392_20227_2_0,1,0.03222586466865124,0.0,0,44,0,36,0,31,15.945613311331133,14.302667766776677,13.163847634763476
1392342,1392342_20227_2_0,1,0.05052463415201595,0.0,0,35,0,47,0,58,11.267580309176626,17.136300844205678,25.83582940467054
1393689,1393689_20227_2_0,1,0.03299251408939886,0.0,0,42,0,39,0,31,14.340967092008059,15.26252518468771,13.212659503022163
1393998,1393998_20227_2_0,1,0.04437371278786744,0.0,0,43,0,36,0,43,14.878860509824483,13.918308241579906,18.817941227873067
1394955,1394955_20227_2_0,1,0.043804265096734095,0.0,0,37,0,43,0,40,13.761096638761728,16.519385922759806,17.92794456106629
1396499,1396499_20227_2_0,1,0.05256090819151612,0.0,0,36,0,49,0,57,11.319267331323905,16.750310899395064,26.07090613999958
1396963,1396963_20227_2_0,0,0.07667602082361635,0.6667084168336673,15,75,48,101,16,67,43.76590088137552,76.5689640225401,42.027351538794974
1399081,1399081_20227_2_0,1,0.0027552848401724297,0.0,22,40,32,47,38,55,30.35263369521512,39.452352231604344,47.23321270607157
1400807,1400807_20227_2_0,0,0.06555074122369213,0.4356212424849699,13,74,55,100,19,64,43.13142239048134,77.608403190914,41.0040562466198
1402932,1402932_20227_2_0,1,0.05217315198160041,0.0,0,36,0,46,0,42,14.221795171256876,19.672031936805894,19.33111078079545
1406066,1406066_20227_2_0,0,0.008192734778076043,0.030811623246492986,22,41,25,53,27,57,30.69425287356322,38.228803245436104,42.73752535496958
1406174,1406174_20227_2_0,0,0.06214402595086132,0.499624248496994,9,51,30,75,7,73,28.140088781131336,51.90045103667124,42.337314816465515
1407019,1407019_20227_2_0,0,0.007308650619468242,0.3264028056112224,24,45,48,75,23,49,34.26193724420191,61.23510686675762,35.78581173260573
1407933,1407933_20227_2_0,1,0.0005450744436529294,0.0,24,45,0,7,0,6,33.25813008130081,2.1686991869918697,1.863821138211382
1409931,1409931_20227_2_0,1,0.0032804175358868374,0.0,22,41,32,47,37,55,30.5467747382641,39.517055048969944,47.02465383316447
1412332,1412332_20227_2_0,0,0.0069242180342089605,0.343061122244489,25,46,48,75,24,48,34.58912,60.94704,36.15152
1416324,1416324_20227_2_0,1,0.025929811694505717,0.0,0,41,0,43,0,26,13.304593035676138,16.1684682760094,10.535013885921812
1418922,1418922_20227_2_0,1,0.002283330138960747,0.0,23,38,32,48,40,55,29.965065502183407,39.90150412421155,47.902959728287236
1421555,1421555_20227_2_0,0,0.061904724975599054,0.49862224448897796,9,50,29,75,6,74,28.462193746979974,51.558333482470424,42.211034951769065
1423410,1423410_20227_2_0,1,0.004483569661510986,0.0,27,61,0,17,0,14,43.70521373857178,6.783049172226341,4.496911292315295
1425736,1425736_20227_2_0,1,0.03538220021736505,0.0,0,45,0,37,0,34,19.393931803237624,15.838588471052384,15.59285468265648
1430239,1430239_20227_2_0,1,0.04097918413877684,0.0,0,47,0,35,0,38,16.578550379842657,13.074833058476845,16.926599799940522
1430841,1430841_20227_2_0,1,0.009675071374839497,0.0,47,73,18,49,4,27,58.86774304362762,33.4147486545288,15.69369059887782
1432953,1432953_20227_2_0,1,0.049110985798151846,0.0,0,35,0,44,0,43,13.906697647138442,18.830923323332357,19.056283696902703
1433191,1433191_20227_2_0,0,0.06376484690830896,0.5846693386773547,19,70,49,100,16,68,45.66173813329627,76.64738689276531,42.6767669747724
1433739,1433739_20227_2_0,0,0.06188367535277506,0.46893787575150303,9,50,28,74,10,74,27.96449926599592,50.562300834258295,43.34619929105947
1434658,1434658_20227_2_0,1,0.002148169402932988,0.0,23,39,32,47,40,55,30.088705518308405,39.86230015471893,47.95203713254255
1437369,1437369_20227_2_0,1,0.043375517516055874,0.0,0,46,0,37,0,41,15.006461994278709,14.314671025745811,17.711764405394362
1437771,1437771_20227_2_0,1,0.006530922449865892,0.0,35,63,0,16,0,21,49.64495335029686,5.262934690415606,8.45072094995759
1442338,1442338_20227_2_0,1,0.001900005428586939,0.0,84,90,40,59,22,52,88.14402332361516,49.19008746355685,38.667638483965014
1442575,1442575_20227_2_0,0,0.023981059770957946,0.5910571142284569,26,64,35,69,27,56,46.22516862237827,53.01201145708214,41.454033077704885
1443222,1443222_20227_2_0,1,0.0037202438654197903,0.0,30,60,0,21,0,11,45.41959499702204,7.604824300178678,3.6780821917808217
1445864,1445864_20227_2_0,0,0.006619552440703767,0.33642284569138275,25,45,48,74,25,48,34.52435146443515,60.52970711297071,36.27531380753138
1447951,1447951_20227_2_0,1,0.0405471129334422,0.0,0,45,0,35,0,39,16.185660810404656,13.340036613022214,16.460859586327494
1448945,1448945_20227_2_0,1,0.037716492601057576,0.0,0,46,0,36,0,35,16.84948889672189,12.928592409822583,15.340970508753378
1449090,1449090_20227_2_0,0,0.011516359434496344,0.2308366733466934,29,57,44,71,34,62,43.1012987012987,56.65040885040885,48.686483886483884
1450087,1450087_20227_2_0,0,0.06044897737608696,0.4423847695390782,9,51,27,73,11,74,28.432234297967486,49.83549291644521,44.410827850374794
1450297,1450297_20227_2_0,1,0.038613871258291056,0.0,0,45,0,35,0,37,16.192546049233947,13.267343776897917,16.027859069260344
1450939,1450939_20227_2_0,1,0.002922573947878918,0.0,22,40,32,47,39,56,30.101213040181957,39.48218347232752,47.91774071266111
1450950,1450950_20227_2_0,1,0.0021958080230083457,0.0,23,39,33,47,40,55,30.469223007063572,39.88092835519677,47.72502522704339
1451450,1451450_20227_2_0,1,0.03282633285657784,0.0,0,39,0,35,0,32,15.1974350320621,14.410462369220385,13.782956463044211
1452417,1452417_20227_2_0,1,0.04027457571161574,0.0,0,44,0,36,0,38,15.530877781751162,13.529474871399884,17.19005309052898
1453760,1453760_20227_2_0,1,0.0010137055202081918,0.0,43,55,0,6,20,35,48.60546448087432,2.2775956284153005,27.602185792349726
1453908,1453908_20227_2_0,0,0.004068116579458448,0.000375751503006012,35,53,21,48,25,41,43.56889978213508,34.87881263616558,32.50898692810458
1453979,1453979_20227_2_0,1,0.02811232521888838,0.0,0,42,0,35,0,27,15.576669950738916,13.712118226600985,11.891625615763546
1456374,1456374_20227_2_0,1,0.03225023791613166,0.0,0,43,0,38,0,30,15.649330127104088,15.215939539677088,12.126760563380282
1460663,1460663_20227_2_0,0,0.003935171593201637,0.1995240480961924,26,42,49,71,26,47,33.826013513513516,59.43693693693694,36.884009009009006
1460754,1460754_20227_2_0,0,0.06081236033852225,0.468311623246493,9,50,29,75,9,73,28.037911497331073,50.997649887959774,43.28073819023155
1462220,1462220_20227_2_0,1,0.0031053733039820347,0.0,23,40,31,49,38,55,30.432037103103816,40.32286835533357,47.28255440599358
1464662,1464662_20227_2_0,1,0.0024373247480415543,0.0,23,38,32,47,38,55,29.99772727272727,39.47545454545455,47.12772727272727
1468413,1468413_20227_2_0,0,0.05933888674084258,0.5043837675350702,9,50,30,73,8,74,27.89434476578107,51.26411008009559,42.5989432609548
1470721,1470721_20227_2_0,1,0.017168737100181804,0.0,0,26,0,39,0,30,9.97141382203007,17.91282183648448,11.338968832677292
1472734,1472734_20227_2_0,0,0.10074571058541217,0.502254509018036,11,73,54,108,16,80,44.06911454209554,78.70860825195741,48.292128529955136
1474087,1474087_20227_2_0,1,0.038501975894858244,0.0,0,37,0,53,0,53,12.137196788766438,18.05234080511035,20.620291773372085
1474254,1474254_20227_2_0,1,0.018027340136423712,0.0,0,30,0,33,0,27,12.053896263520157,15.908616027531957,11.626229105211406
1475738,1475738_20227_2_0,1,0.009975305468802797,0.0,44,85,0,33,0,18,65.00310972900932,10.26221679253665,5.8416259440248774
1481132,1481132_20227_2_0,1,0.050502476654306475,0.0,0,49,0,44,0,36,21.35463419984644,19.66804870023034,15.868158385433805
1482439,1482439_20227_2_0,0,0.07048743171336175,0.0077655310621242485,0,50,0,63,0,33,21.581462969948447,27.212545580284168,14.85236703130894
1484056,1484056_20227_2_0,0,0.010139270951852866,0.15794088176352705,31,54,57,85,36,56,43.00120192307692,70.61931818181819,46.19329108391609
1487892,1487892_20227_2_0,1,0.0025170917397956414,0.0,23,39,31,47,38,55,30.356073943661972,39.40492957746479,47.27596830985915
1488775,1488775_20227_2_0,1,0.03672937607810075,0.0,0,37,0,46,0,47,12.439809368684584,16.686634693692877,19.618646879618737
1489027,1489027_20227_2_0,1,0.01320919225949975,0.0,0,16,0,41,0,28,6.4549190639939615,18.249266124297577,11.384970225614358
1489476,1489476_20227_2_0,1,0.031373908881722166,0.0,0,45,0,33,0,31,16.906423249408526,13.711359864401992,12.289063879374272
1489723,1489723_20227_2_0,1,0.00217143477552793,0.0,23,38,31,48,39,55,29.962755102040816,39.45102040816327,47.81428571428572
1492192,1492192_20227_2_0,1,0.03598156053040618,0.0,0,38,0,35,0,37,16.421392942915205,15.703799495042798,16.43663402918899
1492632,1492632_20227_2_0,1,0.04168268469105247,0.0,0,36,0,44,0,41,12.74880395492239,16.21488943227727,17.45726132256007
1495790,1495790_20227_2_0,1,0.0027198328438372797,0.0,45,59,0,13,0,17,52.19144602851324,5.180855397148676,7.4887983706720975
1495842,1495842_20227_2_0,1,0.040919358894961275,0.0,0,40,0,44,0,36,14.235765534046298,15.63216461351022,16.25975362122648
1496738,1496738_20227_2_0,1,0.03231338678460364,0.0,0,44,0,36,0,30,15.518154078239105,13.954229094524633,13.397504028525388
1497319,1497319_20227_2_0,0,0.059654631083202514,0.4356212424849699,8,51,27,72,13,73,28.41250975002786,49.226553504438584,44.95953274152212
1499786,1499786_20227_2_0,1,0.005183746589130196,0.0,33,58,0,15,0,18,45.952126522761276,5.284462491985467,7.372942936524899
1500096,1500096_20227_2_0,1,0.030353556112201138,0.0,0,38,0,44,0,29,13.48492590700051,15.342871742462954,12.7020585444193
1500474,1500474_20227_2_0,1,0.0385496145149336,0.0,0,37,0,45,0,36,13.380560984021152,15.887257155994941,15.915507529601104
1501122,1501122_20227_2_0,0,0.002993477940549218,0.0035070140280561123,22,41,34,50,36,56,30.68763878608438,41.74648408586233,46.38712065136936
1501259,1501259_20227_2_0,0,0.06385680052380324,0.000501002004008016,0,47,0,62,0,34,19.62632939502767,27.20520827911657,14.946945644442131
1502143,1502143_20227_2_0,0,0.07553269394180777,0.6519288577154309,14,76,48,100,17,67,44.549561442107425,76.2971633078119,42.10377247792543
1503716,1503716_20227_2_0,1,0.03229676866132154,0.0,0,42,0,37,0,30,15.21902442371021,14.08877607025247,13.616458562019758
1508845,1508845_20227_2_0,1,0.017536551562158983,0.0,33,65,0,27,19,46,48.68058626571483,13.058310695558784,32.34518920967844
