eid,subject,ts_all_zero,mean_global_nonzero_frac,mean_atlas_nonzero_frac,bbox_x0,bbox_x1,bbox_y0,bbox_y1,bbox_z0,bbox_z1,com_x,com_y,com_z
1510006,1510006_20227_2_0,1,0.0026910280968149704,0.0,22,40,33,48,39,56,30.138328530259365,40.582544256895844,48.08316179497736
1513241,1513241_20227_2_0,1,0.05059996964422814,0.0,0,40,0,43,0,52,15.215028572679701,18.42909377531583,23.679329144133295
1513608,1513608_20227_2_0,0,0.0616067066314067,0.4936122244488978,8,51,29,74,7,73,28.1348007480938,51.3497878003165,42.07813623939001
1519271,1519271_20227_2_0,1,0.0023542341316310465,0.0,23,39,33,49,40,55,30.665882352941175,40.542117647058824,47.94211764705882
1519599,1519599_20227_2_0,1,0.002184729274153611,0.0,23,38,32,47,39,55,29.93610547667343,39.25659229208925,47.73732251521298
1520072,1520072_20227_2_0,1,0.040926006144274114,0.0,0,49,0,41,0,30,18.492623372404644,16.645055629246638,12.17111069001922
1523032,1523032_20227_2_0,0,0.7589663084168579,1.0,0,90,0,108,0,90,44.56245319787173,53.40286688124485,39.354726923722566
1524342,1524342_20227_2_0,1,0.0023719601297986217,0.0,23,40,34,49,37,56,30.502568893040635,41.261092947220924,47.211116300794025
1525227,1525227_20227_2_0,1,0.04021142684314375,0.0,0,37,0,45,0,39,13.303036147233856,15.503609213136434,16.598853868194844
1526070,1526070_20227_2_0,1,0.0008597109111273846,0.0,84,90,43,56,33,49,87.80025773195877,48.904639175257735,41.65592783505155
1526733,1526733_20227_2_0,1,0.002271143515220539,0.0,23,39,32,48,40,55,30.386829268292683,39.75219512195122,47.961951219512194
1527801,1527801_20227_2_0,1,0.009358219157594095,0.0,46,73,73,97,28,59,58.89297975612644,85.06037646501717,42.39457795667101
1527867,1527867_20227_2_0,1,0.010170291448646122,0.0,34,56,0,26,16,44,45.03235294117647,12.20359477124183,28.993028322440086
1529080,1529080_20227_2_0,1,0.01567975325410551,0.0,0,22,0,41,0,25,8.576838832756305,17.7442944958666,9.764714194870345
1530044,1530044_20227_2_0,1,0.02020763791103543,0.0,0,26,0,40,0,32,10.463322368421053,17.50816885964912,12.627960526315789
1532206,1532206_20227_2_0,1,0.005572610673931371,0.0,44,68,11,36,28,47,56.260039761431415,22.69681908548708,37.483697813121275
1532639,1532639_20227_2_0,0,0.05882150916932649,0.4411322645290581,9,51,29,74,8,73,27.94240403812107,51.027027536068104,43.50446378121822
1535216,1535216_20227_2_0,1,0.002126011905223519,0.0,23,38,32,47,40,55,30.040125065138092,39.55184992183429,47.78947368421053
1538715,1538715_20227_2_0,1,0.031184462276306214,0.0,0,38,0,34,0,35,16.38581782009379,14.88251385533608,15.448699729998578
1539856,1539856_20227_2_0,1,0.016708969022710327,0.0,14,69,0,11,36,90,40.26342660124652,3.9306458029439066,67.84849489457632
1542530,1542530_20227_2_0,1,0.04457091451748171,0.0,0,38,0,36,0,43,16.527727374412766,15.620267952573887,19.98399244363799
1545571,1545571_20227_2_0,1,0.051727786277640096,0.0,0,35,0,46,0,54,11.990876185988734,16.811034246428648,22.695080422351204
1547963,1547963_20227_2_0,0,0.06304251248298028,0.4852204408817635,9,50,29,75,7,74,27.79739561366512,51.128092928440886,42.54918810628427
1550542,1550542_20227_2_0,1,0.03102271254302709,0.0,0,43,0,35,0,30,15.81669166488108,14.222269837868724,12.69670023569745
1552149,1552149_20227_2_0,0,0.06643482538229993,0.5985721442885772,18,73,47,99,18,66,46.48409098489144,75.87039322282627,42.72442717539939
1555010,1555010_20227_2_0,1,0.04869774846587025,0.0,0,42,0,45,0,40,14.812744562744562,16.298116298116298,17.276481026481026
1556738,1556738_20227_2_0,1,0.039679646898116504,0.0,0,47,0,38,0,35,19.866568014295286,16.656717668081303,16.00067009157918
1556836,1556836_20227_2_0,1,0.0405803491800064,0.0,0,47,0,34,0,39,17.27931420459199,12.509978432389637,16.383357449015808
1557125,1557125_20227_2_0,0,0.10215935893927627,0.3897795591182365,42,90,38,103,10,66,65.96783498893853,70.36355355051403,36.891098772394045
1558687,1558687_20227_2_0,1,0.04035988207779719,0.0,0,45,0,36,0,38,16.272055997804006,13.185177051880318,16.62544606093879
1561442,1561442_20227_2_0,0,0.09141740404972586,0.4338677354709419,16,75,55,107,18,80,44.60498569974308,78.92523874157739,48.46569150225411
1562353,1562353_20227_2_0,1,0.040651253172676705,0.0,0,37,0,44,0,37,13.478728912871665,16.04935546289483,16.551249557136238
1564252,1564252_20227_2_0,0,0.04125947648480162,0.218812625250501,0,36,44,92,13,46,18.23057300896837,67.0203802158853,29.428226196230064
1564498,1564498_20227_2_0,1,0.022405661683814724,0.0,0,35,0,37,0,31,12.93057753164557,16.828223892405063,11.752274525316455
1566596,1566596_20227_2_0,1,0.041087755877553235,0.0,0,40,0,44,0,35,14.190255345538867,16.02564240839108,15.894005985924988
1566923,1566923_20227_2_0,1,0.039922271498035185,0.0,45,90,0,45,0,36,73.6634383238518,15.197030664631608,13.751269599000972
1568371,1568371_20227_2_0,1,0.0021703269006424566,0.0,23,38,32,47,39,55,29.803471158754466,39.53496681980602,47.75957120980092
1574086,1574086_20227_2_0,1,0.018792881682285857,0.0,18,54,2,26,16,56,35.686670989801335,13.60189824913046,34.57183281259211
1574458,1574458_20227_2_0,1,0.005132784344398418,0.0,33,58,0,15,0,18,45.77811353334772,5.287934383768617,7.300669112885819
1574751,1574751_20227_2_0,1,0.002713185594524439,0.0,22,39,32,47,39,55,30.08329930583912,39.47366271947734,47.631278072682726
1577102,1577102_20227_2_0,0,0.04794550141863379,0.3648547094188377,9,50,27,70,20,68,28.67104928715022,48.43898606650184,45.390484552995815
1577291,1577291_20227_2_0,1,0.005606954795381048,0.0,36,62,0,14,0,19,49.40901007705987,5.340446552064809,7.743924125666864
1578068,1578068_20227_2_0,0,0.09337058747281551,0.500751503006012,12,73,54,107,16,78,43.6430427508632,78.79873989961912,47.37975059030126
1582027,1582027_20227_2_0,1,0.0313894191301188,0.0,0,42,0,38,0,31,17.047012317791975,18.334168637278086,13.490876363251333
1583624,1583624_20227_2_0,0,0.027829817123092654,0.026803607214428857,22,66,71,106,18,56,43.24398885350318,88.0328423566879,37.91835191082802
1586229,1586229_20227_2_0,1,0.04816707639572848,0.0,0,38,0,44,0,55,12.646088736573361,14.507670722450952,22.05363755548911
1587734,1587734_20227_2_0,0,0.06216064407414342,0.48171342685370744,8,51,29,74,8,73,27.900744991801524,51.61837884080702,42.5887573964497
1589767,1589767_20227_2_0,0,0.010655540648483485,0.07277054108216433,24,53,32,52,25,59,39.85839051777916,41.55864004990642,41.18444583073404
1591170,1591170_20227_2_0,1,0.002359773506058414,0.0,22,38,32,47,38,55,29.739906103286383,39.223474178403755,47.34366197183098
1591824,1591824_20227_2_0,1,0.02894766288253535,0.0,0,46,0,34,0,28,16.716904588771097,13.404148647097095,11.556508094454438
1592257,1592257_20227_2_0,1,0.044855638363048386,0.0,0,38,0,44,0,39,13.997110254890337,16.380853586247778,16.79873048804584
1592578,1592578_20227_2_0,0,0.06067941535226544,0.47607715430861725,8,51,29,73,9,75,28.05652626389878,50.757882821201,43.663453287323584
1594413,1594413_20227_2_0,1,0.040707754791835846,0.0,0,40,0,36,0,39,17.084421946440234,16.00696712388417,17.141710211190944
1594657,1594657_20227_2_0,0,0.060969678572259475,0.49273547094188375,9,50,29,74,5,74,28.16206639652572,51.171333563498266,42.065815056420696
1594851,1594851_20227_2_0,1,0.04967600198974329,0.0,0,37,0,43,0,49,13.095474921385401,15.949708958718972,20.278819777425902
1597108,1597108_20227_2_0,0,0.017598592555745494,0.12900801603206413,25,63,26,54,26,58,44.81995593327038,39.17016052880076,42.101290525653134
1598381,1598381_20227_2_0,0,0.06571470670674219,0.43649799599198397,41,80,26,75,10,75,61.53968575089352,49.899285184435904,44.38770314923461
1599769,1599769_20227_2_0,1,0.0320231235646096,0.0,0,35,0,44,0,30,12.943954333160352,16.678290953122296,13.247500432451133
1600470,1600470_20227_2_0,1,0.0020628630367515335,0.0,36,50,6,21,18,34,43.263694951664874,13.092373791621911,25.095596133190117
1601385,1601385_20227_2_0,1,0.0381618583050179,0.0,0,43,0,42,0,34,16.412965220925507,15.103059861812692,15.244266387969576
1602684,1602684_20227_2_0,1,0.003261583662833789,0.0,35,55,0,7,32,59,45.22860054347826,2.6504755434782608,45.61141304347826
1604519,1604519_20227_2_0,1,0.07055833570603205,0.0,0,50,0,63,0,34,21.841257379726166,26.837080768747644,14.566417535485492
1604946,1604946_20227_2_0,1,0.0022744671398769595,0.0,23,39,33,47,40,55,30.09059912323429,40.035070628348755,48.02581587920117
1606223,1606223_20227_2_0,1,0.0025447886119324774,0.0,23,39,32,48,39,56,30.192860252503266,39.76665215498476,47.89420983892033
1606231,1606231_20227_2_0,1,0.03806879681463813,0.0,0,42,0,34,0,34,16.14393807112508,13.759239857982655,15.48492520807869
1608438,1608438_20227_2_0,1,0.03495566838645778,0.0,0,46,0,36,0,33,19.53343686612576,14.695074797160244,14.989255831643002
1609179,1609179_20227_2_0,1,0.004940014114326041,0.0,79,90,33,62,47,76,85.98519847499439,49.041937654182554,62.35658219331689
1611962,1611962_20227_2_0,0,0.06156793101041513,0.43023547094188375,9,51,27,72,11,74,28.66453133716013,49.02027963219549,45.17459917585878
1612597,1612597_20227_2_0,0,0.09464021209156807,0.3479458917835671,12,76,59,108,17,79,44.42406789581504,82.34355282411472,47.51014340064384
1613915,1613915_20227_2_0,0,0.007283169497102353,0.002129258517034068,22,39,22,52,29,59,30.83678125950715,36.52738059020383,43.74414359598418
1614096,1614096_20227_2_0,1,0.03515951736538489,0.0,0,39,0,37,0,38,16.484906730526845,15.154209730274767,17.640408369044618
1614705,1614705_20227_2_0,0,0.06233790405581917,0.6943887775551102,21,69,47,100,17,68,43.894504869552854,75.49385085661477,42.07158598137485
1615317,1615317_20227_2_0,1,0.03932734268453595,0.0,0,34,0,47,0,48,11.48340751591639,16.458194827877627,19.91047382951152
1617404,1617404_20227_2_0,0,0.08264746645631815,0.39529058116232463,41,90,18,106,16,68,65.72222520107239,62.11383378016086,40.275402144772116
1617724,1617724_20227_2_0,1,0.040023088112613264,0.0,0,40,0,55,0,53,13.246498366827216,19.836738083374854,20.738249460222555
1619272,1619272_20227_2_0,0,0.05282901391380069,0.3697394789579158,40,80,28,71,10,72,61.52821642025794,49.55929537590437,43.176197965817344
1621879,1621879_20227_2_0,1,0.0026588997251362407,0.0,22,41,34,49,40,55,30.733333333333334,41.325833333333335,47.885
1622224,1622224_20227_2_0,1,0.0023819310037678826,0.0,22,40,34,48,40,55,30.636279069767443,41.21767441860465,48.130697674418606
1622479,1622479_20227_2_0,1,0.048327718254122125,0.0,0,48,0,37,0,45,16.861675301453396,12.970955022694971,19.360689560313602
1622667,1622667_20227_2_0,1,0.0026145847297173036,0.0,22,39,32,47,39,55,29.964406779661015,39.4271186440678,47.45466101694915
1622776,1622776_20227_2_0,0,0.062265892188263394,0.4963677354709419,8,50,30,74,7,73,27.883013362276035,51.46823123320819,42.347881785669806
1626433,1626433_20227_2_0,0,0.004979897610203085,0.24123246492985972,45,65,53,73,24,47,55.62869855394883,62.89388209121246,35.887430478309234
1627620,1627620_20227_2_0,0,0.04743255534665959,0.35708917835671344,40,81,27,69,18,68,61.13967393843136,48.3284673237726,44.38763021441584
1628339,1628339_20227_2_0,1,0.03867258862722115,0.0,0,39,0,46,0,49,13.30701578479961,16.911593663162115,20.128799381212936
1628607,1628607_20227_2_0,1,0.033118811826342825,0.0,0,45,0,35,0,30,16.299424633705762,14.016391249080083,12.822104770187998
1629352,1629352_20227_2_0,1,0.0392586544416366,0.0,0,46,0,40,0,34,19.981008014448584,16.95676712947285,15.170673890958348
1630924,1630924_20227_2_0,0,0.07061151370053477,0.6395290581162325,15,73,48,99,18,68,43.58593259696247,75.40117045311912,42.82207857411824
1631037,1631037_20227_2_0,0,0.1156532750443427,0.43499498997995995,10,78,54,108,18,86,44.057312820905814,79.84675070886658,49.34636753774235
1631898,1631898_20227_2_0,1,0.008141772533344265,0.0,36,58,1,27,16,40,46.7515308205198,12.958905973601851,26.902979997278543
1632141,1632141_20227_2_0,1,0.01940775224372361,0.0,16,56,1,26,16,55,34.58345701564105,13.716577234844161,34.53796095444685
1632635,1632635_20227_2_0,1,0.037872702959909334,0.0,0,48,0,37,0,35,20.3553312856516,16.17773877431622,16.40713763346497
1634772,1634772_20227_2_0,1,0.0024074121261337717,0.0,36,55,0,6,27,51,45.55177174413254,2.180395766221813,39.15922687528762
1636819,1636819_20227_2_0,1,0.02886346439123937,0.0,0,42,0,37,0,30,15.226768510344298,14.07991402141788,12.527309714812114
1637020,1637020_20227_2_0,1,0.03133291751095965,0.0,0,43,0,36,0,32,15.039742592461636,13.565766211724773,13.803019588430804
1637270,1637270_20227_2_0,0,0.004178904068005792,0.0017535070140280561,33,53,24,48,25,41,43.085100742311774,36.058589607635206,32.369565217391305
1638302,1638302_20227_2_0,0,0.005663456414540193,0.012274549098196393,21,40,30,54,26,60,30.397496087636934,41.507433489827854,44.3595461658842
1638912,1638912_20227_2_0,0,0.10037568037366404,0.013652304609218437,6,60,0,48,0,68,33.662038365598995,23.908070462020707,29.932893313613388
1640315,1640315_20227_2_0,1,0.018560227956336436,0.0,0,27,0,39,0,31,10.315585268310153,17.20820151614636,11.872619829284307
1640382,1640382_20227_2_0,0,0.006503225577729056,0.0011272545090180361,23,39,22,51,29,58,30.710051107325384,35.969165247018736,43.65076660988075
1640824,1640824_20227_2_0,0,0.04543394905326552,0.405811623246493,9,51,27,70,19,64,28.94706169227018,48.74862228724701,43.3291636186296
1641182,1641182_20227_2_0,1,0.03395636523976074,0.0,0,38,0,44,0,30,13.92694942903752,16.105970636215336,13.430081566068516
1641388,1641388_20227_2_0,1,0.04653074518988422,0.0,0,43,0,45,0,39,15.140880952380952,15.838238095238095,16.431595238095237
1641645,1641645_20227_2_0,1,0.044394762410691437,0.0,0,36,0,46,0,50,13.291475344380116,16.810441205829505,21.63343481732881
1642199,1642199_20227_2_0,1,0.025994068437863175,0.0,0,29,0,43,0,40,10.18215914418446,17.678003665345436,15.882240122746452
1642972,1642972_20227_2_0,0,0.09957801045612318,0.5123997995991983,12,72,53,108,15,81,44.31286575732627,78.68113749137758,48.442647026100886
1643186,1643186_20227_2_0,1,0.04006075585871936,0.0,0,42,0,37,0,36,15.541012168141593,13.846432522123894,16.699695796460176
1643703,1643703_20227_2_0,1,0.024779837563384293,0.0,0,30,0,45,0,35,10.572048106585594,18.327893772074933,13.955693655832253
1645191,1645191_20227_2_0,1,0.04587599113256942,0.0,0,36,0,44,0,40,13.617402014054916,17.463329227945614,19.68048008886957
1645346,1645346_20227_2_0,0,0.08359691523316888,0.4590430861723447,16,70,55,108,16,78,44.2093642736923,79.75236227255257,47.16146944617464
1645397,1645397_20227_2_0,1,0.029041832247800593,0.0,0,39,0,32,0,33,17.86701762417029,13.845120927748532,14.990234225986114
1646300,1646300_20227_2_0,0,0.016943838498430695,0.12149298597194388,24,64,27,54,26,58,44.81417549365764,39.582319863998954,41.4498496142278
1647735,1647735_20227_2_0,0,0.08374204684316591,0.2598947895791583,14,76,61,108,18,82,44.487974281632006,83.20984812404085,48.199780388421445
1648027,1648027_20227_2_0,1,0.03436184744784402,0.0,50,90,0,33,0,36,73.58895408821253,14.535078669074027,15.704571833892185
1650272,1650272_20227_2_0,1,0.02801594010385219,0.0,0,39,0,33,0,26,15.423639670990193,13.738650743435622,12.07129863967099
1651196,1651196_20227_2_0,0,0.023499134195777004,0.1722194388777555,25,60,23,65,28,64,43.47456508415445,42.989722313893736,45.08905756447127
1652827,1652827_20227_2_0,0,0.0608854800809635,0.49799599198396793,8,50,29,74,7,74,28.211365249194824,51.53305311425296,42.18678239350765
1654599,1654599_20227_2_0,1,0.0022822222640752734,0.0,23,39,32,48,39,55,30.422815533980582,39.76019417475728,47.74029126213592
1654714,1654714_20227_2_0,1,0.0022966246375864282,0.0,23,40,33,48,40,55,30.404245055475158,40.232030873130725,47.906415822479495
1655367,1655367_20227_2_0,1,0.06878130438973266,0.0,4,57,7,60,38,90,31.305279943302622,33.346449971007026,64.81346240577282
1656363,1656363_20227_2_0,0,0.005529403553397908,0.008016032064128256,20,40,30,52,28,59,29.954317771989583,40.82348226808255,44.50150270486876
1656859,1656859_20227_2_0,0,0.0057631651542328025,0.2558867735470942,24,43,48,74,28,50,32.960399846212994,60.65359477124183,38.72222222222222
1656955,1656955_20227_2_0,1,0.04161288857326764,0.0,0,41,0,46,0,39,13.875429301669284,15.399350390032215,16.571630148292112
1658720,1658720_20227_2_0,1,0.05293980140234803,0.0,0,45,0,38,0,44,16.497603850580727,14.779826305325939,19.115391859370096
1659036,1659036_20227_2_0,1,0.036644069711919296,0.0,0,34,0,46,0,49,12.042417462812915,17.1116217196759,20.090216471157333
1660846,1660846_20227_2_0,0,0.06846666792225821,0.5771543086172345,16,75,49,99,17,65,45.889223300970876,76.25566343042071,42.05839805825243
1661441,1661441_20227_2_0,0,0.0044381467912065755,0.0035070140280561123,34,53,24,49,24,42,43.618821767348976,36.015726410384424,32.70044932601098
1662277,1662277_20227_2_0,1,0.0019808802952264995,0.0,23,39,33,47,39,55,30.303691275167786,39.767897091722595,47.961409395973156
1664612,1664612_20227_2_0,1,0.0020263031655309103,0.0,23,38,32,47,39,55,30.119190814652814,39.63805358119191,47.74357572443959
1665864,1665864_20227_2_0,1,0.002447295622010815,0.0,22,39,32,48,39,55,30.085559076505206,39.787234042553195,47.707107288365776
1668695,1668695_20227_2_0,1,0.029662242183665713,0.0,0,40,0,36,0,32,14.467655187868829,13.386083513856727,13.84944348995294
1669137,1669137_20227_2_0,1,0.002046244913469432,0.0,23,39,33,47,40,56,30.371954520844614,40.17217108825122,48.11640498105035
1669486,1669486_20227_2_0,0,0.020409271140191598,0.21705911823647295,8,38,41,72,8,49,23.00700249701444,57.36532406904788,30.425849527738574
1670567,1670567_20227_2_0,1,0.040221397717113014,0.0,0,39,0,45,0,35,13.81024652251756,16.278281228480925,15.684809254923564
1670695,1670695_20227_2_0,0,0.08877290669810077,0.23208917835671342,12,78,61,108,20,80,44.897090940857865,83.84720887568795,48.23326136604725
1671380,1671380_20227_2_0,1,0.040426354570925596,0.0,0,43,0,35,0,38,15.585393258426967,13.370567278706496,17.42049876678542
1671946,1671946_20227_2_0,1,0.0027497454657450624,0.0,22,40,31,47,39,55,30.14262691377921,39.43593875906527,47.27437550362611
1672213,1672213_20227_2_0,1,0.041093295251980605,0.0,0,39,0,45,0,37,13.745497681440742,16.171168985225925,16.325461015852476
1674304,1674304_20227_2_0,0,0.02974422492519075,0.27918336673346694,16,46,25,71,26,63,31.257300357568536,46.76549463647199,44.245791120381405
1676405,1676405_20227_2_0,1,0.03820395755066589,0.0,0,33,0,45,0,42,12.043991416309012,15.494548196264935,18.090650736573483
1677605,1677605_20227_2_0,1,0.001713882447827402,0.0,36,55,0,8,25,43,45.00775694893342,2.8972204266321913,33.16160310277957
1679202,1679202_20227_2_0,0,0.06312560309939078,0.5070140280561122,8,50,30,74,6,73,28.146983976552765,51.48133522876849,41.83334210849611
1679517,1679517_20227_2_0,0,0.003917445595034061,0.000250501002004008,21,42,31,48,37,55,30.634049773755656,39.626131221719454,46.45757918552036
1680181,1680181_20227_2_0,1,0.0025403571123905834,0.0,22,39,32,47,39,56,29.875708678587003,39.365896205843875,47.72437854339294
1682531,1682531_20227_2_0,1,0.0010358630179176606,0.0,38,54,0,5,26,45,45.81818181818182,1.786096256684492,35.47379679144385
1684713,1684713_20227_2_0,1,0.037131534661527604,0.0,0,38,0,37,0,36,14.155119942713927,14.470551378446116,15.837391096789593
1684824,1684824_20227_2_0,0,0.09659339551465775,0.4966182364729459,15,72,53,108,16,80,44.54357250997844,78.68315593889068,48.15123640868009
1686017,1686017_20227_2_0,1,0.0035263657604619396,0.0,21,40,31,49,38,55,29.992145774426643,39.78510838831291,47.198868991517436
1686036,1686036_20227_2_0,0,0.013120562268661876,0.28031062124248496,31,57,42,70,34,65,43.70446677362155,55.69315207295449,48.71358608460694
1686267,1686267_20227_2_0,1,0.030698105201583375,0.0,0,43,0,40,0,29,15.215489552131077,15.076870330939405,12.058933920386878
1686562,1686562_20227_2_0,0,0.006516520076354737,0.3282815631262525,25,45,48,75,25,47,34.62801768106086,60.86841210472628,35.96004760285617
1687513,1687513_20227_2_0,1,0.003216160792529378,0.0,26,55,0,21,0,11,40.41508784016535,7.957285566655185,3.4715811229762314
1688054,1688054_20227_2_0,0,0.008220431650212879,0.1530561122244489,32,53,57,78,34,60,43.17129380053908,67.65646900269542,46.696361185983825
1690782,1690782_20227_2_0,1,0.0396840783976584,0.0,0,39,0,44,0,36,13.904438860971524,15.817252931323283,15.762004466778336
1694470,1694470_20227_2_0,1,0.0035008846380960505,0.0,35,56,0,8,40,68,45.82911392405063,2.6645569620253164,54.34936708860759
1700102,1700102_20227_2_0,1,0.04521458982594178,0.0,0,40,0,45,0,39,14.258379888268156,16.24127707536999,16.715671861217288
1702167,1702167_20227_2_0,0,0.05727048432966368,0.4343687374749499,9,50,27,72,13,72,28.55329438619569,49.386292413046,44.99487367973072
1702214,1702214_20227_2_0,0,0.0633959245714463,0.49937374749499,8,50,29,75,7,74,27.82417908882792,51.59100361742656,42.504115478042046
1703541,1703541_20227_2_0,1,0.04081521865572677,0.0,0,36,0,45,0,50,12.681523302841942,16.803914117423524,20.80109117559241
1704334,1704334_20227_2_0,1,0.006556403572231781,0.0,30,60,0,14,0,21,45.13974315647178,5.117607299763433,8.24839472794863
1705229,1705229_20227_2_0,0,0.004777156506161446,0.0035070140280561123,21,39,29,52,29,60,30.086270871985157,41.007884972170686,45.20060296846011
1706372,1706372_20227_2_0,0,0.02234916006465558,0.14616733466933868,25,61,25,64,27,65,43.567838199573686,43.219749169682245,44.83046646507708
1706831,1706831_20227_2_0,0,0.08670782791157829,0.282314629258517,0,46,9,88,15,77,24.06430716156647,50.4908707595988,46.723810132243024
1707321,1707321_20227_2_0,1,0.04600007311974244,0.0,0,41,0,45,0,39,14.559620433033887,16.216589195828618,16.649237735121986
1707596,1707596_20227_2_0,1,0.031030467667225406,0.0,0,35,0,45,0,29,13.045271162840516,16.238530472348174,12.765611053589918
1708051,1708051_20227_2_0,1,0.04211143227173069,0.0,0,43,0,43,0,38,17.9330720054721,20.329825576806712,16.767014811501934
1708403,1708403_20227_2_0,1,0.06430216622776357,0.0,0,31,0,68,0,48,10.982098861149877,25.50307541220861,20.288744163608484
1711198,1711198_20227_2_0,1,0.013928203060172008,0.0,0,20,0,40,0,25,7.643811644925231,18.69988864142539,9.436366528794146
1711752,1711752_20227_2_0,1,0.003801118732059351,0.0,36,57,0,14,0,16,47.05654328184203,5.027980180705334,6.471874089186826
1712706,1712706_20227_2_0,1,0.0028605329542924058,0.0,22,39,31,47,39,55,29.894655305964367,39.429512006196745,47.29279628195197
1713450,1713450_20227_2_0,1,0.03148801999492593,0.0,0,40,0,39,0,31,13.799556681443953,15.087397086763774,13.178207022728872
1715503,1715503_20227_2_0,1,0.002457266495980076,0.0,23,39,32,48,39,55,30.476104598737603,39.935076645626694,47.629395852119025
1715989,1715989_20227_2_0,1,0.03803334481830298,0.0,0,46,0,35,0,35,16.69918438683367,13.115787940576755,15.36006408389164
1716461,1716461_20227_2_0,1,0.04147661996235441,0.0,0,40,0,48,0,51,13.39881938137721,17.92379400609007,21.07909076339548
1719290,1719290_20227_2_0,1,0.0022157497709468675,0.0,22,40,33,47,40,55,30.343,39.711,47.9655
1719314,1719314_20227_2_0,0,0.022643854784191512,0.2126753507014028,29,58,26,61,31,63,43.68995547727384,43.29115905866236,46.27144185136259
1720575,1720575_20227_2_0,1,0.002152600902474882,0.0,23,38,32,48,39,55,29.944415851775606,39.6654657745754,47.757076685537825
1724305,1724305_20227_2_0,0,0.09926669761330513,0.48972945891783565,15,74,53,106,16,81,46.01489938728363,78.11344739456032,48.78649791855002
1727158,1727158_20227_2_0,0,0.08907203291717859,0.30410821643286573,16,78,60,108,16,79,45.064217216632045,83.26640878617893,46.9988183932636
1727387,1727387_20227_2_0,1,0.0026522524758234,0.0,22,40,32,48,40,55,30.455722639933168,40.27568922305765,47.94903926482874
1727967,1727967_20227_2_0,1,0.05428254576354183,0.0,0,46,0,41,0,49,15.538400310223075,14.754760495540543,20.997673326938383
1729122,1729122_20227_2_0,1,0.03795136207677795,0.0,0,41,0,37,0,38,14.620037365716955,13.624386968706212,16.579431340495095
1729317,1729317_20227_2_0,1,0.0590585943948178,0.0,0,57,0,46,0,38,24.930948450513995,20.13900352667517,16.943122983417123
1729513,1729513_20227_2_0,1,0.002594642981778782,0.0,22,40,33,48,40,55,30.319812126387703,40.21605465414176,47.847139197267296
1730346,1730346_20227_2_0,1,0.002580240608267627,0.0,23,39,32,49,40,55,30.3048518677544,40.09403177329326,47.65092314297982
1731991,1731991_20227_2_0,1,0.0033479979039007166,0.0,34,57,0,17,0,14,46.191264063534085,6.124090006618133,5.097948378557247
1732502,1732502_20227_2_0,1,0.0052557584566859696,0.0,25,65,0,14,0,16,45.63553962900506,5.623946037099494,5.318929173693086
